aic,description,spend_eur,resolved,confidence,method,unresolved_category,units,content_per_unit_mg,total_content_mg,source_note
042171090,BCG MEDAC*1FL+1SAC 50ML,1148747.03,False,Unresolved,unresolved,other,,,,
026600078,HAEMATE P*EV 1000UI+2400UI15ML,1140142.88,False,Unresolved,unresolved,other,,,,
048083048,ESPEROCT*IV 1FL 2000UI+SIR PRE,1136586.68,False,Unresolved,unresolved,other,,,,
047821032,SKYRIZI*SC 1SIR 150MG 1ML,1134679.61,True,Validated,parsed:direct_strength,,1,150.0,150.0,1SIR 150MG
049780012,TRODELVY*EV 1FL POLV 200MG,1123693.85,True,Validated,parsed:direct_strength,,1,200.0,200.0,1FL POLV 200MG
044200020,LENVIMA*30CPS 10MG,1123585.05,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPS 10MG
044528026,CRESEMBA*14CPS 100MG,1120981.14,True,Validated,parsed:direct_strength,,14,100.0,1400.0,14CPS 100MG
045772011,TREMFYA*SC 1SIR 100MG/1ML,1119452.18,False,Unresolved,unresolved,single_dose_device_ambiguous,,,,
049453018,JEMPERLI*EV 1FL 10ML 50MG/ML,1111325.94,True,Validated,parsed:vol_conc,,1,500.0,500.0,1FL 10ML 50MG/ML
044888042,ALPROLIX*1FL 2000UI+1SIR 5ML,1103160.96,False,Unresolved,unresolved,other,,,,
036373102,"CERTICAN*60CPR 0,75MG",1101929.91,True,Validated,parsed:direct_strength,,60,0.75,45.0,"60CPR 0,75MG"
045615010,MAVENCLAD*1CPR 10MG,1100740.01,True,Validated,parsed:direct_strength,,1,10.0,10.0,1CPR 10MG
048440034,MAYZENT*28CPR RIV 2MG,1091790.5,True,Validated,parsed:direct_strength,,28,2.0,56.0,28CPR RIV 2MG
043646052,INFECTOFOS*EV 10FL 4G 100ML,1090758.35,True,Validated,parsed:direct_strength,,10,4000.0,40000.0,10FL 4G
046130011,HEMLIBRA*SC 30MG/ML 1ML,1087010.57,False,Unresolved,unresolved,other,,,,
043908019,XYDALBA*EV 1FL 500MG,1082878.62,True,Validated,parsed:direct_strength,,1,500.0,500.0,1FL 500MG
038558021,TEXTAZO*EV 1FL 4G+500MG,1080341.22,True,Validated,parsed:direct_strength,,1,4000.0,4000.0,1FL 4G
047091107,VERZENIOS*28CPR RIV 50MG,1079929.71,True,Validated,parsed:direct_strength,,28,50.0,1400.0,28CPR RIV 50MG
042927032,IMNOVID*21CPS 3MG,1078369.96,True,Validated,parsed:direct_strength,,21,3.0,63.0,21CPS 3MG
036893105,"PROQUAD*SC 1FL 0,5ML+1SIR+2AGH",1077516.0,False,Unresolved,unresolved,other,,,,
038328062,TASIGNA*112CPS 150MG,1077128.27,True,Validated,parsed:direct_strength,,112,150.0,16800.0,112CPS 150MG
046337010,"SHINGRIX*IM 1FL 50MCG 0,5ML",1072507.72,True,Validated,parsed:direct_strength,,1,0.05,0.05,1FL 50MCG
038904924,OSSIGENO*CRIOGEN 41000LT FISSO,1069737.92,False,Unresolved,unresolved,oxygen_gas,,,,
045615046,MAVENCLAD*6CPR 10MG,1048310.01,True,Validated,parsed:direct_strength,,6,10.0,60.0,6CPR 10MG
038190498,"BINOCRIT*1SIR30.000UI 0,75ML+D",1035606.8,False,Unresolved,unresolved,other,,,,
027959028,CERNEVIT*INIET 10FL POLV,1034465.75,False,Unresolved,unresolved,other,,,,
036557015,"TACHOSIL*1MATRICE 9,5CMx4,8CM",1033222.19,False,Unresolved,unresolved,other,,,,
044729034,TAGRISSO*28CPR RIV 40MG,1005643.5,True,Validated,parsed:direct_strength,,28,40.0,1120.0,28CPR RIV 40MG
043092028,KADCYLA*INF 1FL POLV 160MG 8ML,1004152.19,True,Validated,parsed:direct_strength,,1,160.0,160.0,1FL POLV 160MG
049373018,INREBIC*120CPS 100MG FL,990228.42,True,Validated,parsed:direct_strength,,120,100.0,12000.0,120CPS 100MG
039539010,CIMZIA*SC 2SIR 200MG 1ML+2SALV,989322.09,True,Validated,parsed:direct_strength,,2,200.0,400.0,2SIR 200MG
043333133,"ADEMPAS*42CPR RIV 2,5MG",989051.27,True,Validated,parsed:direct_strength,,42,2.5,105.0,"42CPR RIV 2,5MG"
034529040,SYNAGIS*IM FL 1ML 100MG/ML,974597.87,True,Candidate,parsed:implied_unit_vol_conc,,1,100.0,100.0,FL 1ML 100MG/ML
045484019,"KYNTHEUM*2SIR 210MG 1,5ML",972200.33,True,Validated,parsed:direct_strength,,2,210.0,420.0,2SIR 210MG
043519077,KALYDECO*28CPR RIV 75MG,963258.78,True,Validated,parsed:direct_strength,,28,75.0,2100.0,28CPR RIV 75MG
045690068,ZEJULA*56CPR RIV 100MG,962096.6,True,Validated,parsed:direct_strength,,56,100.0,5600.0,56CPR RIV 100MG
049207044,TRESUVI*1FL 10ML 10MG/ML,961656.3,True,Validated,parsed:vol_conc,,1,100.0,100.0,1FL 10ML 10MG/ML
044648044,NUCALA*SC 3PEN 100MG/ML 1ML,957983.72,False,Unresolved,unresolved,other,,,,
044200018,LENVIMA*30CPS 4MG,956324.68,True,Validated,parsed:direct_strength,,30,4.0,120.0,30CPS 4MG
038190346,"BINOCRIT*6SIR 4.000UI 0,4ML+DI",954810.66,False,Unresolved,unresolved,other,,,,
042927044,IMNOVID*21CPS 4MG,949777.35,True,Validated,parsed:direct_strength,,21,4.0,84.0,21CPS 4MG
043533013,GAZYVARO*INF 1FL 1000MG/40ML,947968.9,False,Unresolved,unresolved,other,,,,
045106022,CABOMETYX*30CPR RIV 20MG FL,942689.41,True,Validated,parsed:direct_strength,,30,20.0,600.0,30CPR RIV 20MG
041381043,BENLYSTA*SC 4PEN 200MG,925697.71,True,Validated,parsed:direct_strength,,4,200.0,800.0,4PEN 200MG
042804056,HYQVIA*SC 1FL 300ML+1FL 15ML,920804.1,False,Unresolved,unresolved,other,,,,
044558068,ENTRESTO*56CPR RIV 97MG+103MG,920057.54,True,Validated,parsed:direct_strength,,56,97.0,5432.0,56CPR RIV 97MG
044888055,ALPROLIX*1FL 3000UI+1SIR 5ML,917722.08,False,Unresolved,unresolved,other,,,,
044229312,"SYNJARDY*56CPR RIV 12,5+1000MG",915394.02,True,Candidate,parsed:single_value_assumed_unit,,1,1000.0,1000.0,1000MG
045183050,GLYXAMBI*30CPR RIV 10MG+5MG,903653.7,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR RIV 10MG
050354036,"TEZSPIRE*SC 1PEN 210MG 1,91ML",902670.63,True,Validated,parsed:direct_strength,,1,210.0,210.0,1PEN 210MG
038451112,PRADAXA*60CPS 150MG,893044.4,True,Validated,parsed:direct_strength,,60,150.0,9000.0,60CPS 150MG
045182060,PARSABIV*6FL INIETT 5MG 1ML,889089.74,True,Validated,parsed:direct_strength,,6,5.0,30.0,6FL INIETT 5MG
038944409,OSSIGENO*CRIOGEN 10000LT FISSO,881254.55,False,Unresolved,unresolved,oxygen_gas,,,,
043693086,IMBRUVICA*30CPR RIV 140MG,881031.22,True,Validated,parsed:direct_strength,,30,140.0,4200.0,30CPR RIV 140MG
033315033,"MABTHERA*SC 1FL 1400MG/11,7ML",880287.76,False,Unresolved,unresolved,other,,,,
045172121,IBRANCE*21CPR RIV 100MG,879585.68,True,Validated,parsed:direct_strength,,21,100.0,2100.0,21CPR RIV 100MG
043869015,CERDELGA*56CPS 84MG,878093.89,True,Validated,parsed:direct_strength,,56,84.0,4704.0,56CPS 84MG
044480022,ODOMZO*30CPS 200MG,866167.85,True,Validated,parsed:direct_strength,,30,200.0,6000.0,30CPS 200MG
043195015,TIVICAY*30CPR RIV 50MG FL,856620.26,True,Validated,parsed:direct_strength,,30,50.0,1500.0,30CPR RIV 50MG
044506018,"ZERBAXA*EV 10FL POLV 1G+0,5G",854774.53,True,Validated,parsed:direct_strength,,10,1000.0,10000.0,10FL POLV 1G
048079038,DOPTELET*30CPR RIV 20MG,852201.52,True,Validated,parsed:direct_strength,,30,20.0,600.0,30CPR RIV 20MG
050185040,SCEMBLIX*60CPR RIV 40MG,851974.29,True,Validated,parsed:direct_strength,,60,40.0,2400.0,60CPR RIV 40MG
044478105,STRENSIQ*SC 12FL 1ML 40MG/ML,850079.2,True,Validated,parsed:vol_conc,,12,40.0,480.0,12FL 1ML 40MG/ML
035691652,"ARANESP*SC EV 1SIR 60MCG 0,3ML",849219.36,True,Validated,parsed:direct_strength,,1,0.06,0.06,1SIR 60MCG
036504052,ALBUREX*INFUS 1FL 50ML 20%,847124.96,False,Unresolved,unresolved,other,,,,
041924046,TIXTELLER*56CPR RIV 550MG,840299.05,True,Validated,parsed:direct_strength,,56,550.0,30800.0,56CPR RIV 550MG
044726103,KOVALTRY*EV POLV 3000UI+SOLV,839986.4,False,Unresolved,unresolved,other,,,,
039002050,NPLATE*FL 250MCG POLV+SOLV,837461.95,True,Candidate,parsed:single_value_assumed_unit,,1,0.25,0.25,250MCG
038085066,PERGOVERIS*SC 1PEN 900UI+450UI,836527.76,False,Unresolved,unresolved,other,,,,
050776020,PYLCLARI*EV 1FL 1500MBQ/ML,832800.75,False,Unresolved,unresolved,other,,,,
035691613,"ARANESP*SC EV 1SIR 40MCG 0,4ML",832790.69,True,Validated,parsed:direct_strength,,1,0.04,0.04,1SIR 40MCG
045255078,AFSTYLA*EV 3000UI+FL SOLV 5ML,831032.4,False,Unresolved,unresolved,other,,,,
045450032,RIXATHON*EV 1FL 50ML 10MG/ML,830140.49,True,Validated,parsed:vol_conc,,1,500.0,500.0,1FL 50ML 10MG/ML
042804043,HYQVIA*SC 1FL 200ML+1FL 10ML,822330.15,False,Unresolved,unresolved,other,,,,
042233054,INLYTA*56CPR RIV 5MG,808890.0,True,Validated,parsed:direct_strength,,56,5.0,280.0,56CPR RIV 5MG
044558029,ENTRESTO*28CPR RIV 49MG+51MG,804921.16,True,Validated,parsed:direct_strength,,28,49.0,1372.0,28CPR RIV 49MG
047424015,EMGALITY*SC 1PEN 120MG 1ML,804252.76,True,Validated,parsed:direct_strength,,1,120.0,120.0,1PEN 120MG
034883013,BOTOX*IM 1FL 100U ALLERGAN,802154.32,False,Unresolved,unresolved,other,,,,
037400114,SPRYCEL*30CPR RIV 100MG,801328.33,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR RIV 100MG
042925026,STIVARGA*84CPR RIV 40MG FL,799918.72,True,Validated,parsed:direct_strength,,84,40.0,3360.0,84CPR RIV 40MG
050121019,XENPOZYME*EV 1FL POLV 20MG,795776.16,True,Validated,parsed:direct_strength,,1,20.0,20.0,1FL POLV 20MG
045890011,PREVYMIS*28CPR RIV 240MG,795401.35,True,Validated,parsed:direct_strength,,28,240.0,6720.0,28CPR RIV 240MG
045451111,ERELZI*4PEN SC 50MG 1ML,794320.53,True,Validated,parsed:direct_strength,,4,50.0,200.0,4PEN SC 50MG
048408013,EVENITY*SC 2PEN 105MG 90MG/ML,788765.04,True,Validated,parsed:direct_strength,,2,105.0,210.0,2PEN 105MG
045172145,IBRANCE*21CPR RIV 125MG,783759.53,True,Validated,parsed:direct_strength,,21,125.0,2625.0,21CPR RIV 125MG
036511069,MYFORTIC*50CPR GASTROR 360MG,783331.68,True,Validated,parsed:direct_strength,,50,360.0,18000.0,50CPR GASTROR 360MG
043794027,LYNPARZA*56CPR RIV 100MG,780359.92,True,Validated,parsed:direct_strength,,56,100.0,5600.0,56CPR RIV 100MG
026863187,"SAIZEN*1CART 8MG/ML 2,50ML",779877.48,True,Authoritative,aifa_ingredient_authoritative,,,,8.0,SOMATROPINA 8milligrammi
050235023,VYVGART*SC FL 1000MG 180MG/ML,775788.87,True,Candidate,parsed:single_value_assumed_unit,,1,1000.0,1000.0,1000MG
039399011,ABRAXANE*INF 100MG 5MG/ML,773659.1,True,Candidate,parsed:single_value_assumed_unit,,1,100.0,100.0,100MG
046925044,AIMOVIG*SC 1PEN 140MG 1ML,771810.47,True,Validated,parsed:direct_strength,,1,140.0,140.0,1PEN 140MG
045451073,ERELZI*4SIR SC 50MG 1ML,768699.11,True,Validated,parsed:direct_strength,,4,50.0,200.0,4SIR SC 50MG
045303017,"CHOLSCAN*1FL 0,5-10ML",762372.51,False,Unresolved,unresolved,other,,,,
042735011,BOSULIF*28CPR RIV 100MG,762098.16,True,Validated,parsed:direct_strength,,28,100.0,2800.0,28CPR RIV 100MG
035726088,SOMAVERT*SC 30FL 30MG+30SIR,761899.29,True,Validated,parsed:direct_strength,,30,30.0,900.0,30FL 30MG
048286025,LUXOMER*EV POLV 10FL 1G,761710.91,True,Validated,parsed:direct_strength,,10,1000.0,10000.0,10FL 1G
043873088,COSENTYX*SC SOLUZ 1SIR 300MG,750410.74,True,Validated,parsed:direct_strength,,1,300.0,300.0,1SIR 300MG
044648057,NUCALA*SC 1SIR 100MG/ML 1ML,743914.18,False,Unresolved,unresolved,other,,,,
044528014,CRESEMBA*EV POLV1FL 10ML 200MG,743288.0,True,Candidate,parsed:single_value_assumed_unit,,1,200.0,200.0,200MG
046965012,VYXEOS LIPOSOM*EV 1FL 44+100MG,742069.94,True,Candidate,parsed:single_value_assumed_unit,,1,100.0,100.0,100MG
042510040,"EYLEA*INIET 1SIR 114,3MG/ML",741352.12,False,Unresolved,unresolved,other,,,,
044856045,"LONSURF*20CPR RIV 20MG+8,19MG",737628.86,True,Validated,parsed:direct_strength,,20,20.0,400.0,20CPR RIV 20MG
043527050,"PLEGRIDY*SC 2PEN 125MCG 0,5ML",734900.07,True,Validated,parsed:direct_strength,,2,0.125,0.25,2PEN 125MCG
029352010,"PULMOZYME*INAL 6F 2500U 2,5ML",732191.77,True,Authoritative,aifa_ingredient_authoritative,,,,2.5,DESOSSIRIBONUCLEASI 2.5milligrammi
039132244,OSSIGENO*CRIOGEN 5000LT FISSO,721860.23,False,Unresolved,unresolved,oxygen_gas,,,,
048480014,"BEOVU*1SIR 120MG/ML 0,165ML",719601.12,False,Unresolved,unresolved,other,,,,
037174012,MYOZYME*1F 50MG/F 20ML,716976.26,False,Unresolved,unresolved,other,,,,
050296021,"TECVAYLI*SC 1FL 90MG/ML 1,7ML",716883.57,False,Unresolved,unresolved,other,,,,
045690029,ZEJULA*56CPS 100MG,716870.53,True,Validated,parsed:direct_strength,,56,100.0,5600.0,56CPS 100MG
028362022,DYSPORT*SC IM 2FL 500U,716647.1,False,Unresolved,unresolved,other,,,,
042942122,REMSIMA*SC 1PEN 1ML 120MG/ML,702627.5,True,Validated,parsed:vol_conc,,1,120.0,120.0,1PEN 1ML 120MG/ML
038801015,BRIDION*10FL EV 2ML 100MG/ML,701311.4,True,Validated,parsed:vol_conc,,10,200.0,2000.0,10FL EV 2ML 100MG/ML
049750019,ASPAVELI*SC FL 1080MG 20ML,700609.05,True,Candidate,parsed:single_value_assumed_unit,,1,1080.0,1080.0,1080MG
049544024,PONVORY*28CPR RIV 20MG,695909.36,True,Validated,parsed:direct_strength,,28,20.0,560.0,28CPR RIV 20MG
042634016,DACOGEN*EV 1FL 50MG POLV,693045.96,True,Validated,parsed:direct_strength,,1,50.0,50.0,1FL 50MG
041275013,YERVOY*EV 1FL 10ML 5MG/ML,692742.01,True,Validated,parsed:vol_conc,,1,50.0,50.0,1FL 10ML 5MG/ML
045104357,"INHIXA*6SIR 4000UI 0,4ML",686766.83,False,Unresolved,unresolved,other,,,,
039941036,OLIMEL*N4E INF 4SACCHE 2000ML,685275.76,False,Unresolved,unresolved,other,,,,
049054036,JYSELECA*30CPR RIV 200MG FL,681515.79,True,Validated,parsed:direct_strength,,30,200.0,6000.0,30CPR RIV 200MG
035189012,MYOCET LIPOSOMAL*INF 2SET 50MG,680803.14,True,Candidate,parsed:single_value_assumed_unit,,1,50.0,50.0,50MG
049281037,VOCABRIA*IM 3ML 600MG+1SIR RP,680746.18,True,Candidate,parsed:single_value_assumed_unit,,1,600.0,600.0,600MG
048644049,EFLUELDA TETRA*1SIR+AGO 25-26,680020.0,False,Unresolved,unresolved,other,,,,
044865032,DESCOVY*30CPR RIV 200MG+25MG,679453.61,True,Validated,parsed:direct_strength,,30,200.0,6000.0,30CPR RIV 200MG
040651022,COLFINAIR*NEBUL 56MONOD 2MUI,669640.05,False,Unresolved,unresolved,other,,,,
049155017,CALQUENCE*56CPS 100MG,669606.75,True,Validated,parsed:direct_strength,,56,100.0,5600.0,56CPS 100MG
043034014,NOVOTHIRTEEN*EV FL 2500UI+FL,667540.25,False,Unresolved,unresolved,other,,,,
039945035,VOTRIENT*30CPR RIV 400MG FL,662810.93,True,Validated,parsed:direct_strength,,30,400.0,12000.0,30CPR RIV 400MG
046127039,CRYSVITA*SC 1FL 30MG/ML,653433.03,False,Unresolved,unresolved,other,,,,
043443047,JARDIANCE*28CPR RIV 25MG,652720.41,True,Validated,parsed:direct_strength,,28,25.0,700.0,28CPR RIV 25MG
047196011,ILUMETRI*SC 1SIR 1ML 100MG/ML,642148.15,True,Validated,parsed:vol_conc,,1,100.0,100.0,1SIR 1ML 100MG/ML
035473014,"FASTURTEC*EV 3F 1,5MG+3F 1ML",636142.39,True,Validated,parsed:direct_strength,,3,1.5,4.5,"3F 1,5MG"
048960013,HEPCLUDEX*SC 30FL POLV 2MG,632855.58,True,Validated,parsed:direct_strength,,30,2.0,60.0,30FL POLV 2MG
049286040,"FINTEPLA*OS SOLUZ360ML2,2MG/ML",631781.18,False,Unresolved,unresolved,other,,,,
049540014,KOSELUGO*60CPS 10MG FL,630139.35,True,Validated,parsed:direct_strength,,60,10.0,600.0,60CPS 10MG
043535020,TRANSLARNA*30BUST 250MG,627741.84,True,Validated,parsed:direct_strength,,30,250.0,7500.0,30BUST 250MG
043797012,CYRAMZA*EV 1FL 10ML 10MG/ML,625750.34,True,Validated,parsed:vol_conc,,1,100.0,100.0,1FL 10ML 10MG/ML
030902377,"SODIO CLORURO*0,9% 20FL 250ML",623726.08,False,Unresolved,unresolved,other,,,,
041275025,YERVOY*EV 1FL 40ML 5MG/ML,623514.69,True,Validated,parsed:vol_conc,,1,200.0,200.0,1FL 40ML 5MG/ML
041160072,PARACETAMOLO GS*INF 20FL 1G,620160.8,True,Validated,parsed:direct_strength,,20,1000.0,20000.0,20FL 1G
049376092,"YUFLYMA*1PEN 0,4ML 40MG+2TAMP",618412.22,True,Candidate,parsed:single_value_assumed_unit,,1,40.0,40.0,40MG
038904759,OSSIGENO*CRIOGEN 14000LT FISSO,616796.3,False,Unresolved,unresolved,oxygen_gas,,,,
050827029,TALVEY*SC 1FL 1ML 40MG/ML,611078.9,True,Validated,parsed:vol_conc,,1,40.0,40.0,1FL 1ML 40MG/ML
050403056,BEYFORTUS*IM 1SIR 1ML 100MG/ML,607959.0,True,Validated,parsed:vol_conc,,1,100.0,100.0,1SIR 1ML 100MG/ML
026966046,"CLEXANE*6SIR 4000UI 0,4ML",604361.28,False,Unresolved,unresolved,other,,,,
046889162,"HYRIMOZ*SC 2PEN 0,4ML 40MG",602696.99,True,Candidate,parsed:single_value_assumed_unit,,1,40.0,40.0,40MG
044229134,SYNJARDY*56CPR RIV5MG+1000MG,600450.32,True,Validated,parsed:direct_strength,,56,5.0,280.0,56CPR RIV5MG
029021045,PENTAGLOBIN*EV FL 50MG/ML100ML,597346.17,True,Authoritative,aifa_ingredient_authoritative,,,,50.0,IMMUNOGLOBULINA UMANA USO ENDOVENOSO 50milligrammi
044691018,BENEPALI*4SIR 50MG 1ML,594334.98,True,Validated,parsed:direct_strength,,4,50.0,200.0,4SIR 50MG
043442060,ENTYVIO*SC 2PEN 108MG,583768.35,True,Validated,parsed:direct_strength,,2,108.0,216.0,2PEN 108MG
036373025,"CERTICAN*60CPR 0,25MG",581865.89,True,Validated,parsed:direct_strength,,60,0.25,15.0,"60CPR 0,25MG"
050008022,PADCEV*INFUS EV 1FL 30MG POLV,579200.52,True,Validated,parsed:direct_strength,,1,30.0,30.0,1FL 30MG
032830212,XENETIX 350*FL 500ML 350MG/ML,576147.0,True,Candidate,parsed:implied_unit_vol_conc,,1,175000.0,175000.0,FL 500ML 350MG/ML
045251016,"CYSTADROPS*OFT FL 5ML 3,8MG/ML",576081.0,True,Candidate,parsed:implied_unit_vol_conc,,1,19.0,19.0,"FL 5ML 3,8MG/ML"
042510038,"EYLEA*INIET 1FL 114,3MG/ML",573362.8,False,Unresolved,unresolved,other,,,,
042487025,PLENADREN*50CPR 20MG RM FL,571272.05,True,Validated,parsed:direct_strength,,50,20.0,1000.0,50CPR 20MG
044550010,"BLINCYTO*1FL POLV INFUS38,5MCG",569043.67,True,Candidate,parsed:single_value_assumed_unit,,1,0.0385,0.0385,"38,5MCG"
038962217,OSSIGENO*CRIOGEN 41LT MOBILE,568364.54,False,Unresolved,unresolved,oxygen_gas,,,,
048398010,"SPRAVATO*SPRAY 1FL 28MG 0,2ML",566478.32,True,Validated,parsed:direct_strength,,1,28.0,28.0,1FL 28MG
042032161,SIGNIFOR*IM 1FL 60MG+SIR 2ML,566169.08,True,Validated,parsed:direct_strength,,1,60.0,60.0,1FL 60MG
044932034,ONGENTYS*30CPS 50MG,563504.72,True,Validated,parsed:direct_strength,,30,50.0,1500.0,30CPS 50MG
035726037,SOMAVERT*SC 30FL 20MG+30SIR,562236.85,True,Validated,parsed:direct_strength,,30,20.0,600.0,30FL 20MG
039541053,SIMPONI*SC 1PEN 100MG 1ML,560111.94,True,Validated,parsed:direct_strength,,1,100.0,100.0,1PEN 100MG
046128029,"OZEMPIC*1PEN 0,25MG/D+4AGHI",559794.13,False,Unresolved,unresolved,multi_active_combo,,,,
048440073,MAYZENT*28CPR RIV 1MG,556024.02,True,Validated,parsed:direct_strength,,28,1.0,28.0,28CPR RIV 1MG
029485075,PROGRAF*60CPS 1MG,555493.69,True,Validated,parsed:direct_strength,,60,1.0,60.0,60CPS 1MG
038744076,XARELTO*30CPR RIV 10MG,554867.21,True,Validated,parsed:direct_strength,,30,10.0,300.0,30CPR RIV 10MG
047418052,"JIVI*EV FL 3000UI+SIR 2,5ML",551668.85,False,Unresolved,unresolved,other,,,,
051634069,"EFLUELDA*10SIR 0,5ML+AGO 25-26",549202.5,False,Unresolved,unresolved,other,,,,
048905018,REBLOZYL*SC 1FL POLV 25MG,543506.03,True,Validated,parsed:direct_strength,,1,25.0,25.0,1FL POLV 25MG
034959027,DATSCAN*INIET FL 5ML 74MBQ/ML,542322.0,False,Unresolved,unresolved,other,,,,
029796024,CELLCEPT*50CPR RIV 500MG,538499.67,True,Validated,parsed:direct_strength,,50,500.0,25000.0,50CPR RIV 500MG
045255054,AFSTYLA*EV 2000UI+FL SOLV 5ML,538070.4,False,Unresolved,unresolved,other,,,,
049965039,"PREVENAR 20*IM 10SIR 0,5ML",537350.0,False,Unresolved,unresolved,other,,,,
049361025,TUKYSA*84CPR RIV 150MG,536948.21,True,Validated,parsed:direct_strength,,84,150.0,12600.0,84CPR RIV 150MG
036573234,"FIXIONEAL*40GLUC 2,27% 2SA LUE",536340.14,False,Unresolved,unresolved,other,,,,
050977038,OMJJARA*30CPR RIV 200MG FL,531905.28,True,Validated,parsed:direct_strength,,30,200.0,6000.0,30CPR RIV 200MG
046993010,ONPATTRO*EV FL 2MG/ML 5ML,531510.9,False,Unresolved,unresolved,other,,,,
043145022,INVOKANA*30CPR RIV 100MG,529202.38,True,Validated,parsed:direct_strength,,30,100.0,3000.0,30CPR RIV 100MG
042881019,ERIVEDGE*28CPS 150MG FL,527663.79,True,Validated,parsed:direct_strength,,28,150.0,4200.0,28CPS 150MG
041271178,ESBRIET*84CPR RIV 801MG,526762.03,True,Validated,parsed:direct_strength,,84,801.0,67284.0,84CPR RIV 801MG
045435029,FULVESTRANT DR*IM 2SIR5ML250MG,526031.24,True,Candidate,parsed:single_value_assumed_unit,,1,250.0,250.0,250MG
039941024,OLIMEL*N4E INF 4SACCHE 1500ML,525432.32,False,Unresolved,unresolved,other,,,,
043797036,CYRAMZA*EV 1FL 50ML 10MG/ML,524887.15,True,Validated,parsed:vol_conc,,1,500.0,500.0,1FL 50ML 10MG/ML
043618014,TRIUMEQ*30CPR 50+600+300MG FL,522673.25,True,Candidate,parsed:single_value_assumed_unit,,1,300.0,300.0,300MG
038744278,"XARELTO*56CPR RIV 2,5MG",522041.28,True,Validated,parsed:direct_strength,,56,2.5,140.0,"56CPR RIV 2,5MG"
045590039,TECENTRIQ*SC 1FL 1875MG 15ML,515642.49,True,Validated,parsed:direct_strength,,1,1875.0,1875.0,1FL 1875MG
049432026,ALYMSYS*INF 1FL 16ML 25MG/ML,508734.58,True,Validated,parsed:vol_conc,,1,400.0,400.0,1FL 16ML 25MG/ML
043208038,XIGDUO*56CPR RIV 5MG+850MG,508591.73,True,Validated,parsed:direct_strength,,56,5.0,280.0,56CPR RIV 5MG
035691599,"ARANESP*SC EV 1SIR 30MCG 0,3ML",507094.02,True,Validated,parsed:direct_strength,,1,0.03,0.03,1SIR 30MCG
038190385,"BINOCRIT*6SIR 6.000UI 0,6ML",504724.11,False,Unresolved,unresolved,other,,,,
038312068,ISENTRESS*60CPR RIV 600MG FL,504492.16,True,Validated,parsed:direct_strength,,60,600.0,36000.0,60CPR RIV 600MG
039017468,OSSIGENO*CRIOGEN 31LT MOBILE,498733.23,False,Unresolved,unresolved,oxygen_gas,,,,
043799105,"TREVICTA*1SIR IM 525MG 2,625ML",497106.6,True,Validated,parsed:direct_strength,,1,525.0,525.0,1SIR IM 525MG
037353048,PIPERACILLINA TA KA*10FL4G+500,496779.07,True,Validated,parsed:direct_strength,,10,4000.0,40000.0,10FL4G
043796059,RIXUBIS*EV 1FL 3000UI 5ML,495382.38,False,Unresolved,unresolved,other,,,,
034716023,"THYROGEN*IM 2F 0,9MG",495001.73,True,Validated,parsed:direct_strength,,2,0.9,1.8,"2F 0,9MG"
045936109,ADYNOVI*EV 1000UI+FL SOLV 2ML,494589.53,False,Unresolved,unresolved,other,,,,
047821057,"SKYRIZI*SC 1CART 360MG 2,4ML",492955.97,True,Candidate,parsed:single_value_assumed_unit,,1,360.0,360.0,360MG
045690043,ZEJULA*56CPR RIV 100MG,491533.22,True,Validated,parsed:direct_strength,,56,100.0,5600.0,56CPR RIV 100MG
035606033,"ARIXTRA*SC 10SIR 2,5MG 0,5ML",490718.54,True,Validated,parsed:direct_strength,,10,2.5,25.0,"10SIR 2,5MG"
031841036,SEVORANE*INAL 250ML QUIK FIL,490400.9,False,Unresolved,unresolved,other,,,,
038347011,VECTIBIX*INFUS FL 5ML 20MG/ML,489922.47,True,Candidate,parsed:implied_unit_vol_conc,,1,100.0,100.0,FL 5ML 20MG/ML
049571045,BYLVAY*30CPS 1200MCG FL,486251.96,True,Validated,parsed:direct_strength,,30,1.2,36.0,30CPS 1200MCG
035716036,"NEULASTA*SC 1SIR 6MG 0,6ML",483086.06,True,Validated,parsed:direct_strength,,1,6.0,6.0,1SIR 6MG
036567978,"FIXIONEAL*40GLUC 1,36% 2SA LUE",481522.97,False,Unresolved,unresolved,other,,,,
041401035,TRAJENTA*28CPR RIV 5MG,476854.04,True,Validated,parsed:direct_strength,,28,5.0,140.0,28CPR RIV 5MG
042106029,TEICOPLANINA HIK*IV IM OS400MG,475586.08,True,Candidate,parsed:single_value_assumed_unit,,1,400.0,400.0,400MG
034960068,INFANRIX HEXA*IM 10FL+10SIR+20,474320.0,False,Unresolved,unresolved,other,,,,
044557015,OBIZUR*EV 1FL 500U/ML,470844.0,False,Unresolved,unresolved,other,,,,
049620038,ONUREG*7CPR RIV 300MG,470218.62,True,Validated,parsed:direct_strength,,7,300.0,2100.0,7CPR RIV 300MG
038937052,ROACTEMRA*EV FL 20ML 20MG/ML,462289.53,True,Candidate,parsed:implied_unit_vol_conc,,1,400.0,400.0,FL 20ML 20MG/ML
038218119,ADVAGRAF*30CPS 3MG RP,461146.82,True,Validated,parsed:direct_strength,,30,3.0,90.0,30CPS 3MG
